200	"	PA4-C-Debug-Output.txt"	"	0"
3.14	-7.02	52.6	3.14	-7.02	52.6	0.0
30.05	12.94	16.46	30.05	12.94	16.46	0.0
-33.86	-23.66	-13.48	-33.86	-23.66	-13.48	0.0
2.23	-12.96	1.39	2.23	-12.95	1.39	0.0
-9.4	1.9	22.72	-9.4	1.9	22.72	0.0
7.83	21.65	-5.44	7.83	21.65	-5.44	0.0
-6.26	24.39	30.96	-6.26	24.39	30.96	0.0
-7.05	7.54	-21.57	-7.05	7.53	-21.57	0.0
38.14	-0.49	-4.97	38.15	-0.5	-4.97	0.0
-5.21	-8.19	-42.35	-5.21	-8.19	-42.35	0.0
-0.16	-6.31	57.69	-0.16	-6.32	57.69	0.0
11.75	-5.02	63.32	11.75	-5.02	63.32	0.0
-23.82	10.27	-35.05	-23.82	10.27	-35.05	0.0
2.26	0.49	63.44	2.26	0.49	63.45	0.0
7.08	2.1	-20.17	7.08	2.1	-20.17	0.0
-10.31	-0.99	16.05	-10.31	-0.99	16.04	0.0
-40.9	-15.63	-30.97	-40.9	-15.63	-30.97	0.0
-38.39	-23.03	-19.6	-38.39	-23.03	-19.6	0.0
-40.74	-2.28	-17.47	-40.74	-2.28	-17.46	0.0
-42.43	-14.06	-19.75	-42.43	-14.06	-19.75	0.0
-3.53	10.75	-3.11	-3.53	10.75	-3.11	0.0
25.88	11.69	28.56	25.88	11.69	28.56	0.0
-22.08	7.12	-15.98	-22.08	7.12	-15.97	0.0
-6.52	1.91	48.42	-6.52	1.91	48.42	0.0
-0.17	-18.67	-11.0	-0.17	-18.67	-11.0	0.0
-11.59	4.05	-40.81	-11.59	4.05	-40.81	0.0
9.84	-5.35	63.38	9.84	-5.35	63.38	0.0
-40.06	-12.02	-32.21	-40.06	-12.03	-32.21	0.0
4.48	-9.29	18.68	4.49	-9.29	18.69	0.0
22.8	14.47	36.33	22.8	14.47	36.33	0.0
14.5	23.58	-22.54	14.5	23.58	-22.54	0.0
12.4	-10.74	8.82	12.4	-10.74	8.82	0.0
38.34	3.02	8.38	38.33	3.02	8.38	0.0
-27.94	-26.19	-40.9	-27.94	-26.19	-40.9	0.0
-0.03	19.96	42.78	-0.03	19.96	42.78	0.0
22.45	12.95	43.72	22.44	12.94	43.72	0.0
-14.9	12.35	23.08	-14.9	12.35	23.08	0.0
-29.21	-14.6	-6.62	-29.21	-14.6	-6.61	0.0
7.2	-8.11	-23.04	7.2	-8.11	-23.04	0.0
-32.48	-13.23	-7.09	-32.48	-13.23	-7.09	0.0
32.05	1.29	15.62	32.05	1.29	15.62	0.0
18.1	-1.67	60.33	18.1	-1.67	60.33	0.0
18.3	-3.63	-23.02	18.3	-3.63	-23.02	0.0
8.48	17.86	-8.82	8.48	17.86	-8.82	0.0
-6.45	9.49	59.83	-6.45	9.49	59.83	0.0
-7.75	-26.1	-17.52	-7.75	-26.1	-17.52	0.0
-17.83	-0.09	-3.26	-17.83	-0.09	-3.26	0.0
-34.56	-1.21	-42.42	-34.56	-1.21	-42.42	0.0
0.28	23.84	18.72	0.28	23.84	18.72	0.0
-12.68	-21.73	-9.47	-12.68	-21.73	-9.47	0.0
10.72	-6.68	53.08	10.72	-6.68	53.08	0.0
-7.0	7.21	59.17	-6.99	7.2	59.17	0.0
-3.51	11.29	-1.77	-3.5	11.29	-1.77	0.0
-23.71	-16.06	-6.12	-23.71	-16.06	-6.12	0.0
-31.95	6.68	-35.39	-31.95	6.68	-35.39	0.0
-34.29	-10.36	-45.84	-34.29	-10.36	-45.84	0.0
-39.34	-13.76	-39.44	-39.34	-13.76	-39.44	0.0
5.07	21.29	0.28	5.07	21.29	0.28	0.0
-22.0	6.51	-40.81	-22.0	6.51	-40.81	0.0
12.0	20.29	-19.2	12.0	20.28	-19.2	0.0
-16.9	6.13	-13.17	-16.9	6.13	-13.17	0.0
30.43	20.67	-9.18	30.43	20.67	-9.18	0.0
-36.01	-21.03	-12.88	-36.01	-21.03	-12.88	0.0
-7.48	-20.23	-9.85	-7.48	-20.23	-9.85	0.0
-4.95	-11.12	-42.23	-4.95	-11.12	-42.24	0.0
-6.31	-9.7	9.5	-6.31	-9.69	9.5	0.0
17.34	26.76	3.55	17.34	26.76	3.55	0.0
-6.68	1.48	36.89	-6.68	1.48	36.89	0.0
-11.92	-30.63	-25.36	-11.92	-30.63	-25.36	0.0
-1.49	-6.85	-31.1	-1.49	-6.85	-31.1	0.0
21.45	12.47	51.21	21.45	12.47	51.21	0.0
1.25	14.05	-2.24	1.26	14.05	-2.24	0.0
-40.07	1.5	-22.96	-40.07	1.5	-22.96	0.0
6.6	16.84	-6.0	6.6	16.84	-5.99	0.0
33.2	6.03	14.3	33.2	6.03	14.3	0.0
18.31	3.19	63.0	18.31	3.19	63.0	0.0
3.2	18.22	62.01	3.2	18.22	62.01	0.0
22.71	1.98	43.92	22.71	1.98	43.92	0.0
7.02	-7.63	23.92	7.02	-7.63	23.92	0.0
-10.22	15.76	14.75	-10.22	15.76	14.75	0.0
-41.73	-9.2	-31.17	-41.73	-9.2	-31.17	0.0
-13.85	19.27	18.91	-13.85	19.27	18.91	0.0
-15.33	20.83	23.92	-15.33	20.83	23.92	0.0
-6.13	0.52	57.61	-6.13	0.52	57.61	0.0
-43.52	-13.4	-23.78	-43.53	-13.4	-23.77	0.0
11.07	0.4	-20.88	11.07	0.4	-20.87	0.0
8.18	-13.39	-19.58	8.18	-13.39	-19.58	0.0
34.75	1.17	12.36	34.75	1.17	12.36	0.0
-24.06	-15.16	-6.09	-24.06	-15.16	-6.1	0.0
-30.64	-29.59	-19.57	-30.64	-29.59	-19.58	0.0
-6.32	9.91	60.0	-6.32	9.91	60.0	0.0
16.73	-3.39	59.57	16.74	-3.39	59.57	0.0
-14.68	-23.72	-9.99	-14.68	-23.73	-9.99	0.0
38.24	11.25	-3.06	38.23	11.25	-3.06	0.0
-22.56	12.24	-26.47	-22.56	12.24	-26.47	0.0
-2.94	-4.72	55.39	-2.93	-4.71	55.39	0.0
-10.24	-24.4	-12.63	-10.24	-24.4	-12.63	0.0
-5.34	21.79	15.68	-5.34	21.79	15.68	0.0
-25.75	10.06	-34.1	-25.75	10.06	-34.1	0.0
16.68	8.35	-23.34	16.68	8.35	-23.34	0.0
-18.13	5.71	-13.28	-18.13	5.72	-13.28	0.0
23.29	12.71	38.97	23.29	12.71	38.98	0.0
-35.07	-4.47	-10.62	-35.07	-4.47	-10.62	0.0
27.9	-4.23	15.08	27.9	-4.23	15.08	0.0
18.4	25.4	-18.93	18.4	25.4	-18.93	0.0
-34.81	-24.86	-16.22	-34.81	-24.86	-16.22	0.0
-37.5	1.59	-16.81	-37.5	1.59	-16.81	0.0
-30.32	-20.24	-8.19	-30.32	-20.24	-8.19	0.0
1.81	0.6	-23.68	1.81	0.6	-23.68	0.0
-6.77	4.25	44.92	-6.77	4.25	44.92	0.0
8.33	19.29	60.75	8.33	19.29	60.75	0.0
33.89	-6.75	-13.77	33.89	-6.74	-13.77	0.0
8.84	23.81	22.59	8.84	23.81	22.59	0.0
-26.86	-31.64	-21.44	-26.86	-31.64	-21.44	0.0
-8.22	-20.64	-9.81	-8.22	-20.64	-9.81	0.0
-21.7	-10.67	-49.49	-21.7	-10.67	-49.49	0.0
-27.17	-30.57	-18.09	-27.17	-30.57	-18.09	0.0
-11.42	-25.15	-40.75	-11.42	-25.15	-40.75	0.0
-8.94	7.94	31.66	-8.94	7.94	31.66	0.0
4.88	-12.28	7.66	4.88	-12.28	7.66	0.0
7.31	21.26	40.05	7.31	21.26	40.05	0.0
35.41	-4.56	-11.03	35.41	-4.56	-11.03	0.0
19.15	-16.64	-13.87	19.15	-16.64	-13.87	0.0
23.18	13.16	38.3	23.18	13.16	38.31	0.0
21.5	12.58	50.59	21.51	12.58	50.59	0.0
11.67	-6.86	24.99	11.67	-6.86	24.99	0.0
19.9	-11.27	2.04	19.9	-11.27	2.04	0.0
35.98	7.75	10.24	35.98	7.75	10.23	0.0
-36.42	-25.87	-30.68	-36.41	-25.87	-30.68	0.0
-35.97	2.7	-15.41	-35.97	2.7	-15.41	0.0
-27.97	8.75	-17.85	-27.97	8.75	-17.85	0.0
-6.42	11.54	45.96	-6.43	11.54	45.96	0.0
6.12	20.03	-3.63	6.12	20.03	-3.63	0.0
22.35	-9.01	-23.77	22.35	-9.01	-23.77	0.0
20.73	11.14	60.71	20.73	11.14	60.71	0.0
-39.73	-12.21	-34.93	-39.73	-12.21	-34.93	0.0
22.5	-0.59	37.78	22.5	-0.59	37.78	0.0
-18.77	-11.04	-49.17	-18.77	-11.04	-49.17	0.0
-9.48	1.05	21.42	-9.48	1.05	21.42	0.0
-36.68	-20.85	-38.82	-36.68	-20.85	-38.82	0.0
23.83	19.08	21.98	23.83	19.08	21.98	0.0
-19.48	-32.24	-22.76	-19.48	-32.24	-22.76	0.0
18.32	23.99	15.28	18.32	23.99	15.28	0.0
30.33	16.65	12.57	30.33	16.65	12.57	0.0
21.41	-0.49	44.73	21.42	-0.49	44.74	0.0
16.6	-6.19	25.63	16.6	-6.19	25.63	0.0
6.54	-6.87	38.28	6.54	-6.87	38.28	0.0
0.72	-18.89	-13.48	0.72	-18.9	-13.48	0.0
