200	"	PA4-J-Unknown-Output.txt"	"	0"
3.14	23.77	11.21	3.09	23.85	11.19	0.1
8.84	20.98	52.56	8.9	20.82	52.54	0.18
-1.36	-10.92	11.5	-1.37	-11.02	11.51	0.11
-2.62	-22.91	-19.83	-2.7	-22.82	-19.85	0.0
-4.63	13.5	53.32	-4.69	13.53	53.33	0.0
32.05	-6.72	6.57	32.06	-6.74	6.58	0.0
-39.92	-22.03	-24.02	-39.84	-21.98	-24.04	0.0
15.9	-6.53	23.01	15.91	-6.6	23.02	0.0
-3.2	19.69	41.0	-3.17	19.54	40.93	0.0
-6.29	2.63	60.74	-6.18	2.64	60.71	0.0
-5.22	12.78	5.93	-5.12	12.66	5.99	0.0
-10.88	0.42	-43.19	-10.89	0.41	-43.18	0.0
15.33	-11.64	-18.99	15.33	-11.65	-19.0	0.0
24.64	-2.5	25.3	24.74	-2.6	25.33	0.0
30.05	0.17	17.96	30.13	0.14	18.01	0.0
-21.61	-8.53	-48.93	-21.62	-8.55	-48.9	0.0
-0.45	-18.75	-31.7	-0.4	-18.76	-31.71	0.0
28.4	6.96	23.37	28.3	6.95	23.34	0.0
-1.1	-21.53	-28.0	-1.13	-21.51	-28.0	0.0
-28.69	-29.91	-18.74	-28.72	-30.03	-18.68	0.0
-27.69	-23.53	-9.17	-27.68	-23.51	-9.21	0.0
-13.89	-26.12	-12.15	-13.89	-26.1	-12.18	0.0
-10.25	-24.98	-13.39	-10.22	-25.02	-13.36	0.0
-16.68	5.81	-41.91	-16.66	5.73	-41.82	0.0
-30.96	5.83	-38.34	-31.0	5.91	-38.38	0.0
-12.16	-21.03	-9.53	-12.22	-20.99	-9.6	0.0
11.46	-6.65	26.9	11.47	-6.72	26.91	0.0
-4.71	-20.42	-11.48	-4.72	-20.41	-11.49	0.0
-38.9	-8.36	-11.99	-38.9	-8.36	-11.99	0.0
-23.61	11.72	-21.42	-23.6	11.72	-21.42	0.0
-11.2	13.4	35.53	-11.22	13.38	35.55	0.0
-10.71	8.71	-28.39	-10.68	8.77	-28.39	0.0
19.83	14.17	58.27	19.85	14.18	58.27	0.0
-5.56	-3.29	35.97	-5.56	-3.29	35.97	0.0
22.47	3.98	47.87	22.48	3.98	47.87	0.0
-24.15	-3.3	-47.49	-24.14	-3.29	-47.45	0.0
5.02	-12.67	-22.84	5.05	-12.69	-22.86	0.0
-3.57	-3.3	-35.73	-3.73	-3.33	-35.73	0.0
-22.47	11.62	-20.17	-22.47	11.66	-20.15	0.0
-8.96	8.32	32.31	-8.96	8.31	32.31	0.0
7.04	-6.28	63.32	7.04	-6.28	63.34	0.0
-39.06	3.22	-26.78	-39.18	3.31	-26.79	0.0
33.14	7.31	13.95	33.13	7.3	13.94	0.0
9.86	25.68	11.31	9.85	25.64	11.3	0.0
23.89	1.24	-28.52	23.87	1.23	-28.55	0.0
